"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HR","AR","HY","AY","Season","HomeTeamAbbreviation","AwayTeamAbbreviation","HomeTeamValue","HomeTeamSquadSize","AwayTeamValue","AwayTeamSquadSize","HomeTeamForeignPlayers","HomeTeamMeanAge","AwayTeamForeignPlayers","AwayTeamMeanAge","HGD","AGD"
2009-10-03,"Man United","Sunderland",2,2,"D",0,1,2,3,"2009-2010","MUN","SUN",NA,NA,NA,NA,22,25,26,24.5,0,0
2009-10-03,"Wolves","Portsmouth",0,1,"A",0,0,1,2,"2009-2010","WLV","POR",NA,NA,NA,NA,19,24.1,29,25.4,-1,1
2009-10-04,"Arsenal","Blackburn",6,2,"H",0,0,1,1,"2009-2010","ARS","BLB",NA,NA,NA,NA,31,21.7,29,25.3,4,-4
2009-10-04,"Chelsea","Liverpool",2,0,"H",0,0,1,1,"2009-2010","CHE","LIV",NA,NA,NA,NA,24,25.5,24,24.4,2,-2
2009-10-04,"Everton","Stoke",1,1,"D",0,0,1,3,"2009-2010","EVE","STO",NA,NA,NA,NA,23,23.1,18,25.9,0,0
2009-10-04,"West Ham","Fulham",2,2,"D",0,1,3,2,"2009-2010","WHU","FUL",NA,NA,NA,NA,20,23.8,28,25.3,0,0
2009-10-05,"Aston Villa","Man City",1,1,"D",0,0,1,2,"2009-2010","AVA","MCI",NA,NA,NA,NA,13,25.5,24,24.1,0,0
2009-10-17,"Arsenal","Birmingham",3,1,"H",0,0,1,2,"2009-2010","ARS","BIR",NA,NA,NA,NA,31,21.7,18,25.5,2,-2
2009-10-17,"Aston Villa","Chelsea",2,1,"H",0,0,2,1,"2009-2010","AVA","CHE",NA,NA,NA,NA,13,25.5,24,25.5,1,-1
2009-10-17,"Everton","Wolves",1,1,"D",0,1,1,3,"2009-2010","EVE","WLV",NA,NA,NA,NA,23,23.1,19,24.1,0,0
2009-10-17,"Man United","Bolton",2,1,"H",0,0,0,1,"2009-2010","MUN","BOL",NA,NA,NA,NA,22,25,18,25.3,1,-1
2009-10-17,"Portsmouth","Tottenham",1,2,"A",1,1,3,3,"2009-2010","POR","TOT",NA,NA,NA,NA,29,25.4,20,23.3,-1,1
2009-10-17,"Stoke","West Ham",2,1,"H",0,0,3,3,"2009-2010","STO","WHU",NA,NA,NA,NA,18,25.9,20,23.8,1,-1
2009-10-17,"Sunderland","Liverpool",1,0,"H",0,0,2,1,"2009-2010","SUN","LIV",NA,NA,NA,NA,26,24.5,24,24.4,1,-1
2009-10-18,"Blackburn","Burnley",3,2,"H",0,0,3,3,"2009-2010","BLB","BUR",NA,NA,NA,NA,29,25.3,20,25,1,-1
2009-10-18,"Wigan","Man City",1,1,"D",0,1,2,1,"2009-2010","WIG","MCI",NA,NA,NA,NA,27,25.4,24,24.1,0,0
2009-10-19,"Fulham","Hull",2,0,"H",0,0,1,1,"2009-2010","FUL","HUL",NA,NA,NA,NA,28,25.3,23,26,2,-2
2009-10-24,"Birmingham","Sunderland",2,1,"H",0,0,3,1,"2009-2010","BIR","SUN",NA,NA,NA,NA,18,25.5,26,24.5,1,-1
2009-10-24,"Burnley","Wigan",1,3,"A",0,0,2,0,"2009-2010","BUR","WIG",NA,NA,NA,NA,20,25,27,25.4,-2,2
2009-10-24,"Chelsea","Blackburn",5,0,"H",0,0,0,1,"2009-2010","CHE","BLB",NA,NA,NA,NA,24,25.5,29,25.3,5,-5
2009-10-24,"Hull","Portsmouth",0,0,"D",0,0,2,1,"2009-2010","HUL","POR",NA,NA,NA,NA,23,26,29,25.4,0,0
2009-10-24,"Tottenham","Stoke",0,1,"A",0,0,0,3,"2009-2010","TOT","STO",NA,NA,NA,NA,20,23.3,18,25.9,-1,1
2009-10-24,"Wolves","Aston Villa",1,1,"D",0,0,1,2,"2009-2010","WLV","AVA",NA,NA,NA,NA,19,24.1,13,25.5,0,0
2009-10-25,"Bolton","Everton",3,2,"H",0,0,3,1,"2009-2010","BOL","EVE",NA,NA,NA,NA,18,25.3,23,23.1,1,-1
2009-10-25,"Liverpool","Man United",2,0,"H",1,1,2,3,"2009-2010","LIV","MUN",NA,NA,NA,NA,24,24.4,22,25,2,-2
2009-10-25,"Man City","Fulham",2,2,"D",0,0,0,2,"2009-2010","MCI","FUL",NA,NA,NA,NA,24,24.1,28,25.3,0,0
2009-10-25,"West Ham","Arsenal",2,2,"D",1,0,3,2,"2009-2010","WHU","ARS",NA,NA,NA,NA,20,23.8,31,21.7,0,0
2009-10-31,"Arsenal","Tottenham",3,0,"H",0,0,1,1,"2009-2010","ARS","TOT",NA,NA,NA,NA,31,21.7,20,23.3,3,-3
2009-10-31,"Bolton","Chelsea",0,4,"A",1,0,1,1,"2009-2010","BOL","CHE",NA,NA,NA,NA,18,25.3,24,25.5,-4,4
2009-10-31,"Burnley","Hull",2,0,"H",0,1,1,4,"2009-2010","BUR","HUL",NA,NA,NA,NA,20,25,23,26,2,-2
2009-10-31,"Everton","Aston Villa",1,1,"D",1,1,1,3,"2009-2010","EVE","AVA",NA,NA,NA,NA,23,23.1,13,25.5,0,0
2009-10-31,"Fulham","Liverpool",3,1,"H",0,2,1,0,"2009-2010","FUL","LIV",NA,NA,NA,NA,28,25.3,24,24.4,2,-2
2009-10-31,"Man United","Blackburn",2,0,"H",0,0,0,2,"2009-2010","MUN","BLB",NA,NA,NA,NA,22,25,29,25.3,2,-2
2009-10-31,"Portsmouth","Wigan",4,0,"H",0,0,0,1,"2009-2010","POR","WIG",NA,NA,NA,NA,29,25.4,27,25.4,4,-4
2009-10-31,"Stoke","Wolves",2,2,"D",0,0,0,3,"2009-2010","STO","WLV",NA,NA,NA,NA,18,25.9,19,24.1,0,0
2009-10-31,"Sunderland","West Ham",2,2,"D",1,1,3,3,"2009-2010","SUN","WHU",NA,NA,NA,NA,26,24.5,20,23.8,0,0
2009-11-01,"Birmingham","Man City",0,0,"D",1,0,3,1,"2009-2010","BIR","MCI",NA,NA,NA,NA,18,25.5,24,24.1,0,0
2009-11-04,"West Ham","Aston Villa",2,1,"H",0,1,2,4,"2009-2010","WHU","AVA",NA,NA,NA,NA,20,23.8,13,25.5,1,-1
2009-11-07,"Aston Villa","Bolton",5,1,"H",0,0,1,4,"2009-2010","AVA","BOL",NA,NA,NA,NA,13,25.5,18,25.3,4,-4
2009-11-07,"Blackburn","Portsmouth",3,1,"H",0,0,3,3,"2009-2010","BLB","POR",NA,NA,NA,NA,29,25.3,29,25.4,2,-2
2009-11-07,"Man City","Burnley",3,3,"D",0,0,1,3,"2009-2010","MCI","BUR",NA,NA,NA,NA,24,24.1,20,25,0,0
2009-11-07,"Tottenham","Sunderland",2,0,"H",0,0,1,2,"2009-2010","TOT","SUN",NA,NA,NA,NA,20,23.3,26,24.5,2,-2
2009-11-07,"Wolves","Arsenal",1,4,"A",0,0,2,3,"2009-2010","WLV","ARS",NA,NA,NA,NA,19,24.1,31,21.7,-3,3
2009-11-08,"Chelsea","Man United",1,0,"H",0,0,3,3,"2009-2010","CHE","MUN",NA,NA,NA,NA,24,25.5,22,25,1,-1
2009-11-08,"Hull","Stoke",2,1,"H",0,1,1,4,"2009-2010","HUL","STO",NA,NA,NA,NA,23,26,18,25.9,1,-1
2009-11-08,"West Ham","Everton",1,2,"A",0,0,0,5,"2009-2010","WHU","EVE",NA,NA,NA,NA,20,23.8,23,23.1,-1,1
2009-11-08,"Wigan","Fulham",1,1,"D",0,0,2,1,"2009-2010","WIG","FUL",NA,NA,NA,NA,27,25.4,28,25.3,0,0
2009-11-09,"Liverpool","Birmingham",2,2,"D",0,0,1,2,"2009-2010","LIV","BIR",NA,NA,NA,NA,24,24.4,18,25.5,0,0
2009-11-21,"Birmingham","Fulham",1,0,"H",0,0,1,0,"2009-2010","BIR","FUL",NA,NA,NA,NA,18,25.5,28,25.3,1,-1
2009-11-21,"Burnley","Aston Villa",1,1,"D",0,0,0,3,"2009-2010","BUR","AVA",NA,NA,NA,NA,20,25,13,25.5,0,0
2009-11-21,"Chelsea","Wolves",4,0,"H",0,0,0,2,"2009-2010","CHE","WLV",NA,NA,NA,NA,24,25.5,19,24.1,4,-4
2009-11-21,"Hull","West Ham",3,3,"D",1,0,0,4,"2009-2010","HUL","WHU",NA,NA,NA,NA,23,26,20,23.8,0,0
2009-11-21,"Liverpool","Man City",2,2,"D",0,0,2,0,"2009-2010","LIV","MCI",NA,NA,NA,NA,24,24.4,24,24.1,0,0
2009-11-21,"Man United","Everton",3,0,"H",0,0,2,2,"2009-2010","MUN","EVE",NA,NA,NA,NA,22,25,23,23.1,3,-3
2009-11-21,"Sunderland","Arsenal",1,0,"H",0,0,2,1,"2009-2010","SUN","ARS",NA,NA,NA,NA,26,24.5,31,21.7,1,-1
2009-11-22,"Bolton","Blackburn",0,2,"A",0,0,3,1,"2009-2010","BOL","BLB",NA,NA,NA,NA,18,25.3,29,25.3,-2,2
2009-11-22,"Stoke","Portsmouth",1,0,"H",0,0,1,2,"2009-2010","STO","POR",NA,NA,NA,NA,18,25.9,29,25.4,1,-1
2009-11-22,"Tottenham","Wigan",9,1,"H",0,0,1,0,"2009-2010","TOT","WIG",NA,NA,NA,NA,20,23.3,27,25.4,8,-8
2009-11-25,"Fulham","Blackburn",3,0,"H",0,0,0,0,"2009-2010","FUL","BLB",NA,NA,NA,NA,28,25.3,29,25.3,3,-3
2009-11-25,"Hull","Everton",3,2,"H",0,0,1,4,"2009-2010","HUL","EVE",NA,NA,NA,NA,23,26,23,23.1,1,-1
2009-11-28,"Aston Villa","Tottenham",1,1,"D",0,0,0,1,"2009-2010","AVA","TOT",NA,NA,NA,NA,13,25.5,20,23.3,0,0
2009-11-28,"Blackburn","Stoke",0,0,"D",0,0,1,2,"2009-2010","BLB","STO",NA,NA,NA,NA,29,25.3,18,25.9,0,0
2009-11-28,"Fulham","Bolton",1,1,"D",0,0,1,6,"2009-2010","FUL","BOL",NA,NA,NA,NA,28,25.3,18,25.3,0,0
2009-11-28,"Man City","Hull",1,1,"D",0,0,1,3,"2009-2010","MCI","HUL",NA,NA,NA,NA,24,24.1,23,26,0,0
2009-11-28,"Portsmouth","Man United",1,4,"A",0,0,4,3,"2009-2010","POR","MUN",NA,NA,NA,NA,29,25.4,22,25,-3,3
2009-11-28,"West Ham","Burnley",5,3,"H",0,1,2,1,"2009-2010","WHU","BUR",NA,NA,NA,NA,20,23.8,20,25,2,-2
2009-11-28,"Wigan","Sunderland",1,0,"H",0,0,0,3,"2009-2010","WIG","SUN",NA,NA,NA,NA,27,25.4,26,24.5,1,-1
2009-11-29,"Arsenal","Chelsea",0,3,"A",0,0,2,2,"2009-2010","ARS","CHE",NA,NA,NA,NA,31,21.7,24,25.5,-3,3
2009-11-29,"Everton","Liverpool",0,2,"A",0,0,1,0,"2009-2010","EVE","LIV",NA,NA,NA,NA,23,23.1,24,24.4,-2,2
2009-11-29,"Wolves","Birmingham",0,1,"A",0,0,2,1,"2009-2010","WLV","BIR",NA,NA,NA,NA,19,24.1,18,25.5,-1,1
2009-12-05,"Arsenal","Stoke",2,0,"H",0,0,0,0,"2009-2010","ARS","STO",NA,NA,NA,NA,31,21.7,18,25.9,2,-2
2009-12-05,"Aston Villa","Hull",3,0,"H",0,0,4,3,"2009-2010","AVA","HUL",NA,NA,NA,NA,13,25.5,23,26,3,-3
2009-12-05,"Blackburn","Liverpool",0,0,"D",0,0,1,0,"2009-2010","BLB","LIV",NA,NA,NA,NA,29,25.3,24,24.4,0,0
2009-12-05,"Man City","Chelsea",2,1,"H",0,0,1,6,"2009-2010","MCI","CHE",NA,NA,NA,NA,24,24.1,24,25.5,1,-1
2009-12-05,"Portsmouth","Burnley",2,0,"H",0,0,4,2,"2009-2010","POR","BUR",NA,NA,NA,NA,29,25.4,20,25,2,-2
2009-12-05,"West Ham","Man United",0,4,"A",0,0,0,1,"2009-2010","WHU","MUN",NA,NA,NA,NA,20,23.8,22,25,-4,4
2009-12-05,"Wigan","Birmingham",2,3,"A",0,0,2,0,"2009-2010","WIG","BIR",NA,NA,NA,NA,27,25.4,18,25.5,-1,1
2009-12-05,"Wolves","Bolton",2,1,"H",0,0,2,1,"2009-2010","WLV","BOL",NA,NA,NA,NA,19,24.1,18,25.3,1,-1
2009-12-06,"Everton","Tottenham",2,2,"D",0,0,4,4,"2009-2010","EVE","TOT",NA,NA,NA,NA,23,23.1,20,23.3,0,0
2009-12-06,"Fulham","Sunderland",1,0,"H",0,0,1,2,"2009-2010","FUL","SUN",NA,NA,NA,NA,28,25.3,26,24.5,1,-1
2009-12-12,"Birmingham","West Ham",1,0,"H",0,1,3,4,"2009-2010","BIR","WHU",NA,NA,NA,NA,18,25.5,20,23.8,1,-1
2009-12-12,"Bolton","Man City",3,3,"D",0,1,3,3,"2009-2010","BOL","MCI",NA,NA,NA,NA,18,25.3,24,24.1,0,0
2009-12-12,"Burnley","Fulham",1,1,"D",0,0,0,2,"2009-2010","BUR","FUL",NA,NA,NA,NA,20,25,28,25.3,0,0
2009-12-12,"Chelsea","Everton",3,3,"D",0,0,0,1,"2009-2010","CHE","EVE",NA,NA,NA,NA,24,25.5,23,23.1,0,0
2009-12-12,"Hull","Blackburn",0,0,"D",0,0,1,2,"2009-2010","HUL","BLB",NA,NA,NA,NA,23,26,29,25.3,0,0
2009-12-12,"Man United","Aston Villa",0,1,"A",0,0,1,1,"2009-2010","MUN","AVA",NA,NA,NA,NA,22,25,13,25.5,-1,1
2009-12-12,"Stoke","Wigan",2,2,"D",0,0,5,1,"2009-2010","STO","WIG",NA,NA,NA,NA,18,25.9,27,25.4,0,0
2009-12-12,"Sunderland","Portsmouth",1,1,"D",0,1,4,3,"2009-2010","SUN","POR",NA,NA,NA,NA,26,24.5,29,25.4,0,0
2009-12-12,"Tottenham","Wolves",0,1,"A",0,0,0,5,"2009-2010","TOT","WLV",NA,NA,NA,NA,20,23.3,19,24.1,-1,1
2009-12-13,"Liverpool","Arsenal",1,2,"A",0,0,3,3,"2009-2010","LIV","ARS",NA,NA,NA,NA,24,24.4,31,21.7,-1,1
2009-12-15,"Birmingham","Blackburn",2,1,"H",0,0,2,2,"2009-2010","BIR","BLB",NA,NA,NA,NA,18,25.5,29,25.3,1,-1
2009-12-15,"Bolton","West Ham",3,1,"H",0,0,4,1,"2009-2010","BOL","WHU",NA,NA,NA,NA,18,25.3,20,23.8,2,-2
2009-12-15,"Man United","Wolves",3,0,"H",0,0,1,1,"2009-2010","MUN","WLV",NA,NA,NA,NA,22,25,19,24.1,3,-3
2009-12-15,"Sunderland","Aston Villa",0,2,"A",1,0,2,2,"2009-2010","SUN","AVA",NA,NA,NA,NA,26,24.5,13,25.5,-2,2
2009-12-16,"Burnley","Arsenal",1,1,"D",0,0,2,0,"2009-2010","BUR","ARS",NA,NA,NA,NA,20,25,31,21.7,0,0
2009-12-16,"Chelsea","Portsmouth",2,1,"H",0,0,0,0,"2009-2010","CHE","POR",NA,NA,NA,NA,24,25.5,29,25.4,1,-1
2009-12-16,"Liverpool","Wigan",2,1,"H",0,0,1,1,"2009-2010","LIV","WIG",NA,NA,NA,NA,24,24.4,27,25.4,1,-1
2009-12-16,"Tottenham","Man City",3,0,"H",0,0,2,3,"2009-2010","TOT","MCI",NA,NA,NA,NA,20,23.3,24,24.1,3,-3
2009-12-19,"Arsenal","Hull",3,0,"H",0,0,1,5,"2009-2010","ARS","HUL",NA,NA,NA,NA,31,21.7,23,26,3,-3
2009-12-19,"Aston Villa","Stoke",1,0,"H",0,0,0,1,"2009-2010","AVA","STO",NA,NA,NA,NA,13,25.5,18,25.9,1,-1
2009-12-19,"Blackburn","Tottenham",0,2,"A",0,0,0,1,"2009-2010","BLB","TOT",NA,NA,NA,NA,29,25.3,20,23.3,-2,2
2009-12-19,"Fulham","Man United",3,0,"H",0,0,0,1,"2009-2010","FUL","MUN",NA,NA,NA,NA,28,25.3,22,25,3,-3
2009-12-19,"Man City","Sunderland",4,3,"H",0,1,2,2,"2009-2010","MCI","SUN",NA,NA,NA,NA,24,24.1,26,24.5,1,-1
2009-12-19,"Portsmouth","Liverpool",2,0,"H",0,1,3,3,"2009-2010","POR","LIV",NA,NA,NA,NA,29,25.4,24,24.4,2,-2
2009-12-20,"Everton","Birmingham",1,1,"D",0,0,0,3,"2009-2010","EVE","BIR",NA,NA,NA,NA,23,23.1,18,25.5,0,0
2009-12-20,"West Ham","Chelsea",1,1,"D",0,0,4,3,"2009-2010","WHU","CHE",NA,NA,NA,NA,20,23.8,24,25.5,0,0
2009-12-20,"Wolves","Burnley",2,0,"H",0,0,2,1,"2009-2010","WLV","BUR",NA,NA,NA,NA,19,24.1,20,25,2,-2
2009-12-26,"Birmingham","Chelsea",0,0,"D",0,1,1,2,"2009-2010","BIR","CHE",NA,NA,NA,NA,18,25.5,24,25.5,0,0
2009-12-26,"Burnley","Bolton",1,1,"D",0,0,0,0,"2009-2010","BUR","BOL",NA,NA,NA,NA,20,25,18,25.3,0,0
2009-12-26,"Fulham","Tottenham",0,0,"D",0,0,1,0,"2009-2010","FUL","TOT",NA,NA,NA,NA,28,25.3,20,23.3,0,0
2009-12-26,"Liverpool","Wolves",2,0,"H",0,1,0,1,"2009-2010","LIV","WLV",NA,NA,NA,NA,24,24.4,19,24.1,2,-2
2009-12-26,"Man City","Stoke",2,0,"H",0,0,0,2,"2009-2010","MCI","STO",NA,NA,NA,NA,24,24.1,18,25.9,2,-2
2009-12-26,"Sunderland","Everton",1,1,"D",0,0,1,3,"2009-2010","SUN","EVE",NA,NA,NA,NA,26,24.5,23,23.1,0,0
2009-12-26,"West Ham","Portsmouth",2,0,"H",0,0,0,3,"2009-2010","WHU","POR",NA,NA,NA,NA,20,23.8,29,25.4,2,-2
2009-12-26,"Wigan","Blackburn",1,1,"D",0,0,1,4,"2009-2010","WIG","BLB",NA,NA,NA,NA,27,25.4,29,25.3,0,0
2009-12-27,"Arsenal","Aston Villa",3,0,"H",0,0,1,3,"2009-2010","ARS","AVA",NA,NA,NA,NA,31,21.7,13,25.5,3,-3
2009-12-27,"Hull","Man United",1,3,"A",0,0,0,2,"2009-2010","HUL","MUN",NA,NA,NA,NA,23,26,22,25,-2,2
2009-12-28,"Blackburn","Sunderland",2,2,"D",0,0,1,4,"2009-2010","BLB","SUN",NA,NA,NA,NA,29,25.3,26,24.5,0,0
2009-12-28,"Chelsea","Fulham",2,1,"H",0,0,1,1,"2009-2010","CHE","FUL",NA,NA,NA,NA,24,25.5,28,25.3,1,-1
2009-12-28,"Everton","Burnley",2,0,"H",0,1,1,5,"2009-2010","EVE","BUR",NA,NA,NA,NA,23,23.1,20,25,2,-2
2009-12-28,"Stoke","Birmingham",0,1,"A",0,0,2,3,"2009-2010","STO","BIR",NA,NA,NA,NA,18,25.9,18,25.5,-1,1
2009-12-28,"Tottenham","West Ham",2,0,"H",0,0,2,3,"2009-2010","TOT","WHU",NA,NA,NA,NA,20,23.3,20,23.8,2,-2
2009-12-28,"Wolves","Man City",0,3,"A",0,0,3,2,"2009-2010","WLV","MCI",NA,NA,NA,NA,19,24.1,24,24.1,-3,3
2009-12-29,"Aston Villa","Liverpool",0,1,"A",0,0,1,1,"2009-2010","AVA","LIV",NA,NA,NA,NA,13,25.5,24,24.4,-1,1
2009-12-29,"Bolton","Hull",2,2,"D",0,0,1,2,"2009-2010","BOL","HUL",NA,NA,NA,NA,18,25.3,23,26,0,0
2009-12-30,"Man United","Wigan",5,0,"H",0,0,0,1,"2009-2010","MUN","WIG",NA,NA,NA,NA,22,25,27,25.4,5,-5
2009-12-30,"Portsmouth","Arsenal",1,4,"A",0,0,2,0,"2009-2010","POR","ARS",NA,NA,NA,NA,29,25.4,31,21.7,-3,3
2010-01-05,"Stoke","Fulham",3,2,"H",0,0,1,0,"2009-2010","STO","FUL",NA,NA,NA,NA,18,25.9,28,25.3,1,-1
2010-01-09,"Arsenal","Everton",2,2,"D",0,0,1,1,"2009-2010","ARS","EVE",NA,NA,NA,NA,31,21.7,23,23.1,0,0
2010-01-09,"Birmingham","Man United",1,1,"D",0,1,2,1,"2009-2010","BIR","MUN",NA,NA,NA,NA,18,25.5,22,25,0,0
2010-01-11,"Man City","Blackburn",4,1,"H",0,0,1,1,"2009-2010","MCI","BLB",NA,NA,NA,NA,24,24.1,29,25.3,3,-3
2010-01-16,"Chelsea","Sunderland",7,2,"H",0,0,0,1,"2009-2010","CHE","SUN",NA,NA,NA,NA,24,25.5,26,24.5,5,-5
2010-01-16,"Everton","Man City",2,0,"H",0,0,0,0,"2009-2010","EVE","MCI",NA,NA,NA,NA,23,23.1,24,24.1,2,-2
2010-01-16,"Man United","Burnley",3,0,"H",0,0,0,0,"2009-2010","MUN","BUR",NA,NA,NA,NA,22,25,20,25,3,-3
2010-01-16,"Stoke","Liverpool",1,1,"D",0,0,1,2,"2009-2010","STO","LIV",NA,NA,NA,NA,18,25.9,24,24.4,0,0
2010-01-16,"Tottenham","Hull",0,0,"D",0,0,4,2,"2009-2010","TOT","HUL",NA,NA,NA,NA,20,23.3,23,26,0,0
2010-01-16,"Wolves","Wigan",0,2,"A",1,1,4,3,"2009-2010","WLV","WIG",NA,NA,NA,NA,19,24.1,27,25.4,-2,2
2010-01-17,"Aston Villa","West Ham",0,0,"D",0,0,1,3,"2009-2010","AVA","WHU",NA,NA,NA,NA,13,25.5,20,23.8,0,0
2010-01-17,"Blackburn","Fulham",2,0,"H",0,0,1,3,"2009-2010","BLB","FUL",NA,NA,NA,NA,29,25.3,28,25.3,2,-2
2010-01-17,"Bolton","Arsenal",0,2,"A",0,0,1,2,"2009-2010","BOL","ARS",NA,NA,NA,NA,18,25.3,31,21.7,-2,2
2010-01-20,"Arsenal","Bolton",4,2,"H",0,0,1,2,"2009-2010","ARS","BOL",NA,NA,NA,NA,31,21.7,18,25.3,2,-2
2010-01-20,"Liverpool","Tottenham",2,0,"H",0,0,2,3,"2009-2010","LIV","TOT",NA,NA,NA,NA,24,24.4,20,23.3,2,-2
2010-01-23,"Man United","Hull",4,0,"H",0,0,1,1,"2009-2010","MUN","HUL",NA,NA,NA,NA,22,25,23,26,4,-4
2010-01-26,"Bolton","Burnley",1,0,"H",0,0,3,2,"2009-2010","BOL","BUR",NA,NA,NA,NA,18,25.3,20,25,1,-1
2010-01-26,"Portsmouth","West Ham",1,1,"D",0,0,3,1,"2009-2010","POR","WHU",NA,NA,NA,NA,29,25.4,20,23.8,0,0
2010-01-26,"Tottenham","Fulham",2,0,"H",0,0,1,1,"2009-2010","TOT","FUL",NA,NA,NA,NA,20,23.3,28,25.3,2,-2
2010-01-26,"Wolves","Liverpool",0,0,"D",0,0,0,1,"2009-2010","WLV","LIV",NA,NA,NA,NA,19,24.1,24,24.4,0,0
2010-01-27,"Aston Villa","Arsenal",0,0,"D",0,0,2,2,"2009-2010","AVA","ARS",NA,NA,NA,NA,13,25.5,31,21.7,0,0
2010-01-27,"Blackburn","Wigan",2,1,"H",0,0,3,1,"2009-2010","BLB","WIG",NA,NA,NA,NA,29,25.3,27,25.4,1,-1
2010-01-27,"Chelsea","Birmingham",3,0,"H",0,0,0,0,"2009-2010","CHE","BIR",NA,NA,NA,NA,24,25.5,18,25.5,3,-3
2010-01-27,"Everton","Sunderland",2,0,"H",0,0,0,1,"2009-2010","EVE","SUN",NA,NA,NA,NA,23,23.1,26,24.5,2,-2
2010-01-30,"Birmingham","Tottenham",1,1,"D",0,0,4,2,"2009-2010","BIR","TOT",NA,NA,NA,NA,18,25.5,20,23.3,0,0
2010-01-30,"Burnley","Chelsea",1,2,"A",0,0,1,1,"2009-2010","BUR","CHE",NA,NA,NA,NA,20,25,24,25.5,-1,1
2010-01-30,"Fulham","Aston Villa",0,2,"A",0,0,0,2,"2009-2010","FUL","AVA",NA,NA,NA,NA,28,25.3,13,25.5,-2,2
2010-01-30,"Hull","Wolves",2,2,"D",0,0,2,0,"2009-2010","HUL","WLV",NA,NA,NA,NA,23,26,19,24.1,0,0
2010-01-30,"Liverpool","Bolton",2,0,"H",0,0,1,3,"2009-2010","LIV","BOL",NA,NA,NA,NA,24,24.4,18,25.3,2,-2
2010-01-30,"West Ham","Blackburn",0,0,"D",0,0,0,1,"2009-2010","WHU","BLB",NA,NA,NA,NA,20,23.8,29,25.3,0,0
2010-01-30,"Wigan","Everton",0,1,"A",0,0,0,2,"2009-2010","WIG","EVE",NA,NA,NA,NA,27,25.4,23,23.1,-1,1
2010-01-31,"Arsenal","Man United",1,3,"A",0,0,1,0,"2009-2010","ARS","MUN",NA,NA,NA,NA,31,21.7,22,25,-2,2
2010-01-31,"Man City","Portsmouth",2,0,"H",0,0,1,3,"2009-2010","MCI","POR",NA,NA,NA,NA,24,24.1,29,25.4,2,-2
2010-02-01,"Sunderland","Stoke",0,0,"D",0,0,2,3,"2009-2010","SUN","STO",NA,NA,NA,NA,26,24.5,18,25.9,0,0
2010-02-02,"Hull","Chelsea",1,1,"D",0,0,1,3,"2009-2010","HUL","CHE",NA,NA,NA,NA,23,26,24,25.5,0,0
2010-02-03,"Fulham","Portsmouth",1,0,"H",0,0,0,1,"2009-2010","FUL","POR",NA,NA,NA,NA,28,25.3,29,25.4,1,-1
2010-02-06,"Bolton","Fulham",0,0,"D",0,0,0,0,"2009-2010","BOL","FUL",NA,NA,NA,NA,18,25.3,28,25.3,0,0
2010-02-06,"Burnley","West Ham",2,1,"H",0,0,2,1,"2009-2010","BUR","WHU",NA,NA,NA,NA,20,25,20,23.8,1,-1
2010-02-06,"Hull","Man City",2,1,"H",0,0,2,4,"2009-2010","HUL","MCI",NA,NA,NA,NA,23,26,24,24.1,1,-1
2010-02-06,"Liverpool","Everton",1,0,"H",1,1,3,3,"2009-2010","LIV","EVE",NA,NA,NA,NA,24,24.4,23,23.1,1,-1
2010-02-06,"Man United","Portsmouth",5,0,"H",0,0,1,4,"2009-2010","MUN","POR",NA,NA,NA,NA,22,25,29,25.4,5,-5
2010-02-06,"Stoke","Blackburn",3,0,"H",0,1,2,3,"2009-2010","STO","BLB",NA,NA,NA,NA,18,25.9,29,25.3,3,-3
2010-02-06,"Sunderland","Wigan",1,1,"D",0,0,4,5,"2009-2010","SUN","WIG",NA,NA,NA,NA,26,24.5,27,25.4,0,0
2010-02-06,"Tottenham","Aston Villa",0,0,"D",0,0,0,0,"2009-2010","TOT","AVA",NA,NA,NA,NA,20,23.3,13,25.5,0,0
2010-02-07,"Birmingham","Wolves",2,1,"H",0,0,5,3,"2009-2010","BIR","WLV",NA,NA,NA,NA,18,25.5,19,24.1,1,-1
2010-02-07,"Chelsea","Arsenal",2,0,"H",0,0,2,2,"2009-2010","CHE","ARS",NA,NA,NA,NA,24,25.5,31,21.7,2,-2
2010-02-09,"Fulham","Burnley",3,0,"H",0,0,1,0,"2009-2010","FUL","BUR",NA,NA,NA,NA,28,25.3,20,25,3,-3
2010-02-09,"Man City","Bolton",2,0,"H",0,0,0,2,"2009-2010","MCI","BOL",NA,NA,NA,NA,24,24.1,18,25.3,2,-2
2010-02-09,"Portsmouth","Sunderland",1,1,"D",1,2,3,1,"2009-2010","POR","SUN",NA,NA,NA,NA,29,25.4,26,24.5,0,0
2010-02-09,"Wigan","Stoke",1,1,"D",0,0,2,3,"2009-2010","WIG","STO",NA,NA,NA,NA,27,25.4,18,25.9,0,0
2010-02-10,"Arsenal","Liverpool",1,0,"H",0,0,3,2,"2009-2010","ARS","LIV",NA,NA,NA,NA,31,21.7,24,24.4,1,-1
2010-02-10,"Aston Villa","Man United",1,1,"D",0,1,0,1,"2009-2010","AVA","MUN",NA,NA,NA,NA,13,25.5,22,25,0,0
2010-02-10,"Blackburn","Hull",1,0,"H",0,1,1,3,"2009-2010","BLB","HUL",NA,NA,NA,NA,29,25.3,23,26,1,-1
